entry_id,canonical_line_id,artifact_id,sequence_surface,quantity,signs_raw,signs_canonical,groups_raw,sign_count,group_count,source_count,provenance_tags
150,CLINE_0150,HT 103,DA KU SE NE,,DA KU SE NE,DA KU SE NE,DA KU SE NE,4,4,1,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html
151,CLINE_0151,HT 103,DA KU SE NE[,,DA KU SE NE[,DA KU SE NE[,DA KU SE NE[,4,4,1,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html
152,CLINE_0152,HT 103,FIC,,FIC,FIC,FIC,1,1,1,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html
153,CLINE_0153,HT 103,KI RA,,KI RA,KI RA,KI RA,2,2,1,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html
154,CLINE_0154,HT 103,PA3,,PA3,PA3,PA3,1,1,1,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html
155,CLINE_0155,HT 103,U TA2,,U TA2,U TA2,U TA2,2,2,1,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html
156,CLINE_0156,HT 104,AB01 AB81 AB09 AB24 AB37,,AB01 AB81 AB09 AB24 AB37,AB01 AB81 AB09 AB24 AB37,AB01 AB81 AB09 AB24 AB37,5,5,1,http://sigla.phis.me/document/HT%20104/index-word.html
157,CLINE_0157,HT 104,AB03 AB01 AB58 AB37,,AB03 AB01 AB58 AB37,AB03 AB01 AB58 AB37,AB03 AB01 AB58 AB37,4,4,1,http://sigla.phis.me/document/HT%20104/index-word.html
158,CLINE_0158,HT 104,AB28 AB51 AB37,,AB28 AB51 AB37,AB28 AB51 AB37,AB28 AB51 AB37,3,3,1,http://sigla.phis.me/document/HT%20104/index-word.html
159,CLINE_0159,HT 104,AB59 AB03,,AB59 AB03,AB59 AB03,AB59 AB03,2,2,1,http://sigla.phis.me/document/HT%20104/index-word.html
160,CLINE_0160,HT 104,AB81 AB02,,AB81 AB02,AB81 AB02,AB81 AB02,2,2,1,http://sigla.phis.me/document/HT%20104/index-word.html
161,CLINE_0161,HT 104,DA KU SE NE TI,,DA KU SE NE TI,DA KU SE NE TI,DA KU SE NE TI,5,5,1,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html
162,CLINE_0162,HT 104,I DU TI,,I DU TI,I DU TI,I DU TI,3,3,1,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html
163,CLINE_0163,HT 104,KU RO,,KU RO,KU RO,KU RO,2,2,1,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html
164,CLINE_0164,HT 104,PA DA SU TI,,PA DA SU TI,PA DA SU TI,PA DA SU TI,4,4,1,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html
165,CLINE_0165,HT 104,TA PA,,TA PA,TA PA,TA PA,2,2,1,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html
166,CLINE_0166,HT 104,TE RO,,TE RO,TE RO,TE RO,2,2,1,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html
167,CLINE_0167,HT 105,KA PA[,,KA PA[,KA PA[,KA PA[,2,2,1,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html
168,CLINE_0168,HT 105,SA RA2,,SA RA2,SA RA2,SA RA2,2,2,1,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html
169,CLINE_0169,HT 105,VIR,,VIR,VIR,VIR,1,1,1,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html
170,CLINE_0170,HT 105,]VIR,,]VIR,]VIR,]VIR,1,1,1,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html
171,CLINE_0171,HT 106,MI NU TE,,MI NU TE,MI NU TE,MI NU TE,3,3,1,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html
172,CLINE_0172,HT 108,AB07 AB06 AB02,,AB07 AB06 AB02,AB07 AB06 AB02,AB07 AB06 AB02,3,3,1,http://sigla.phis.me/document/HT%20108/index-word.html
173,CLINE_0173,HT 108,AB51 AB58 AB30,,AB51 AB58 AB30,AB51 AB58 AB30,AB51 AB58 AB30,3,3,1,http://sigla.phis.me/document/HT%20108/index-word.html
174,CLINE_0174,HT 108,AB67 AB27 AB59 AB06,,AB67 AB27 AB59 AB06,AB67 AB27 AB59 AB06,AB67 AB27 AB59 AB06,4,4,1,http://sigla.phis.me/document/HT%20108/index-word.html
175,CLINE_0175,HT 108,DI NA RO,,DI NA RO,DI NA RO,DI NA RO,3,3,1,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html
176,CLINE_0176,HT 108,DU SU NI,,DU SU NI,DU SU NI,DU SU NI,3,3,1,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html
177,CLINE_0177,HT 108,GRA H,,GRA H,GRA H,GRA H,2,2,1,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html
178,CLINE_0178,HT 108,KI RE TA NA,,KI RE TA NA,KI RE TA NA,KI RE TA NA,4,4,1,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html
179,CLINE_0179,HT 108,VIR,,VIR,VIR,VIR,1,1,1,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html
180,CLINE_0180,HT 108,[?] AB76 AB37 AB65,,[?] AB76 AB37 AB65,[?] AB76 AB37 AB65,[?] AB76 AB37 AB65,4,4,1,http://sigla.phis.me/document/HT%20108/index-word.html
181,CLINE_0181,HT 109,A RA JU,,A RA JU,A RA JU,A RA JU,3,3,1,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html
182,CLINE_0182,HT 109,AB08 AB60 AB65,,AB08 AB60 AB65,AB08 AB60 AB65,AB08 AB60 AB65,3,3,1,http://sigla.phis.me/document/HT%20109/index-word.html
183,CLINE_0183,HT 109,AB27,,AB27,AB27,AB27,1,1,1,http://sigla.phis.me/document/HT%20109/index-word.html
184,CLINE_0184,HT 109,AB59,,AB59,AB59,AB59,1,1,1,http://sigla.phis.me/document/HT%20109/index-word.html
185,CLINE_0185,HT 109,AB81 AB02,,AB81 AB02,AB81 AB02,AB81 AB02,2,2,1,http://sigla.phis.me/document/HT%20109/index-word.html
186,CLINE_0186,HT 109,KU RO,,KU RO,KU RO,KU RO,2,2,1,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html
187,CLINE_0187,HT 10A,A305 AB26,,A305 AB26,A305 AB26,A305 AB26,2,2,1,http://sigla.phis.me/document/HT%2010a/index-word.html
188,CLINE_0188,HT 10A,AB01 AB27,,AB01 AB27,AB01 AB27,AB01 AB27,2,2,1,http://sigla.phis.me/document/HT%2010a/index-word.html
189,CLINE_0189,HT 10A,AB01 AB53 AB01,,AB01 AB53 AB01,AB01 AB53 AB01,AB01 AB53 AB01,3,3,1,http://sigla.phis.me/document/HT%2010a/index-word.html
190,CLINE_0190,HT 10A,AB10 A325 AB17,,AB10 A325 AB17,AB10 A325 AB17,AB10 A325 AB17,3,3,2,http://sigla.phis.me/document/HT%2010a/index-word.html
191,CLINE_0191,HT 10A,AB13 AB17,,AB13 AB17,AB13 AB17,AB13 AB17,2,2,1,http://sigla.phis.me/document/HT%2010a/index-word.html
192,CLINE_0192,HT 10A,AB31 AB80,,AB31 AB80,AB31 AB80,AB31 AB80,2,2,1,http://sigla.phis.me/document/HT%2010a/index-word.html
193,CLINE_0193,HT 10A,AB81 AB30 AB58,,AB81 AB30 AB58,AB81 AB30 AB58,AB81 AB30 AB58,3,3,1,http://sigla.phis.me/document/HT%2010a/index-word.html
194,CLINE_0194,HT 10B,A312 AB59,,A312 AB59,A312 AB59,A312 AB59,2,2,1,http://sigla.phis.me/document/HT%2010b/index-word.html
195,CLINE_0195,HT 10B,AB01 AB27,,AB01 AB27,AB01 AB27,AB01 AB27,2,2,1,http://sigla.phis.me/document/HT%2010b/index-word.html
196,CLINE_0196,HT 10B,AB10 AB37,,AB10 AB37,AB10 AB37,AB10 AB37,2,2,1,http://sigla.phis.me/document/HT%2010b/index-word.html
197,CLINE_0197,HT 10B,AB59 AB06 AB37,,AB59 AB06 AB37,AB59 AB06 AB37,AB59 AB06 AB37,3,3,1,http://sigla.phis.me/document/HT%2010b/index-word.html
198,CLINE_0198,HT 10B,AB59 AB53 AB06,,AB59 AB53 AB06,AB59 AB53 AB06,AB59 AB53 AB06,3,3,1,http://sigla.phis.me/document/HT%2010b/index-word.html
199,CLINE_0199,HT 10B,AB77 AB31 AB26,,AB77 AB31 AB26,AB77 AB31 AB26,AB77 AB31 AB26,3,3,1,http://sigla.phis.me/document/HT%2010b/index-word.html
200,CLINE_0200,HT 11,A RU RA,,A RU RA,A RU RA,A RU RA,3,3,1,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html
201,CLINE_0201,HT 11,A SU JA,,A SU JA,A SU JA,A SU JA,3,3,1,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html
202,CLINE_0202,HT 11,DE NU,,DE NU,DE NU,DE NU,2,2,1,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html
203,CLINE_0203,HT 11,KA RO NA,,KA RO NA,KA RO NA,KA RO NA,3,3,1,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html
204,CLINE_0204,HT 11,KU RO,,KU RO,KU RO,KU RO,2,2,2,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html
205,CLINE_0205,HT 11,RU RA2,,RU RA2,RU RA2,RU RA2,2,2,1,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html
206,CLINE_0206,HT 11,RU ZU NA,,RU ZU NA,RU ZU NA,RU ZU NA,3,3,1,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html
207,CLINE_0207,HT 11,SA QE RI,,SA QE RI,SA QE RI,SA QE RI,3,3,1,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html
208,CLINE_0208,HT 11,TA2,,TA2,TA2,TA2,1,1,1,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html
209,CLINE_0209,HT 11,VIR I,,VIR I,VIR I,VIR I,2,2,1,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html
210,CLINE_0210,HT 110,*400VAS RI,,*400VAS RI,*400VAS RI,*400VAS RI,2,2,1,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html
211,CLINE_0211,HT 110,FIC,,FIC,FIC,FIC,1,1,1,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html
212,CLINE_0212,HT 110,KU PA,,KU PA,KU PA,KU PA,2,2,1,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html
213,CLINE_0213,HT 110,KU RO,,KU RO,KU RO,KU RO,2,2,1,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html
214,CLINE_0214,HT 110,SI DU KU MI,,SI DU KU MI,SI DU KU MI,SI DU KU MI,4,4,1,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html
215,CLINE_0215,HT 110,]FIC,,]FIC,]FIC,]FIC,1,1,1,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html
216,CLINE_0216,HT 110A,AB41 AB51 AB34 AB81 AB73,,AB41 AB51 AB34 AB81 AB73,AB41 AB51 AB34 AB81 AB73,AB41 AB51 AB34 AB81 AB73,5,5,1,http://sigla.phis.me/document/HT%20110a/index-word.html
217,CLINE_0217,HT 110A,AB81 AB02,,AB81 AB02,AB81 AB02,AB81 AB02,2,2,1,http://sigla.phis.me/document/HT%20110a/index-word.html
218,CLINE_0218,HT 110A,AB81 AB03,,AB81 AB03,AB81 AB03,AB81 AB03,2,2,1,http://sigla.phis.me/document/HT%20110a/index-word.html
219,CLINE_0219,HT 110B,AB02,,AB02,AB02,AB02,1,1,1,http://sigla.phis.me/document/HT%20110b/index-word.html
220,CLINE_0220,HT 111,QA QA RU,,QA QA RU,QA QA RU,QA QA RU,3,3,1,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html
221,CLINE_0221,HT 111,QA SA,,QA SA,QA SA,QA SA,2,2,1,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html
222,CLINE_0222,HT 111,SA DI,,SA DI,SA DI,SA DI,2,2,1,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html
223,CLINE_0223,HT 111,]FIC,,]FIC,]FIC,]FIC,1,1,1,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html
224,CLINE_0224,HT 111,]QE KA,,]QE KA,]QE KA,]QE KA,2,2,1,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html
225,CLINE_0225,HT 112,OVISF[,,OVISF[,OVISF[,OVISF[,1,1,1,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html
226,CLINE_0226,HT 112,]TU PA,,]TU PA,]TU PA,]TU PA,2,2,1,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html
227,CLINE_0227,HT 112A,AB69 AB03,,AB69 AB03,AB69 AB03,AB69 AB03,2,2,1,http://sigla.phis.me/document/HT%20112a/index-word.html
228,CLINE_0228,HT 113,AB40 AB31,,AB40 AB31,AB40 AB31,AB40 AB31,2,2,1,http://sigla.phis.me/document/HT%20113/index-word.html
229,CLINE_0229,HT 113,AB60 AB53 AB45,,AB60 AB53 AB45,AB60 AB53 AB45,AB60 AB53 AB45,3,3,1,http://sigla.phis.me/document/HT%20113/index-word.html
230,CLINE_0230,HT 113,RA RI DE[,,RA RI DE[,RA RI DE[,RA RI DE[,3,3,1,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html
231,CLINE_0231,HT 113,]WI SA,,]WI SA,]WI SA,]WI SA,2,2,1,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html
232,CLINE_0232,HT 113 TER,AB73 [?],,AB73 [?],AB73 [?],AB73 [?],2,2,1,http://sigla.phis.me/document/HT%20113%20ter/index-word.html
233,CLINE_0233,HT 114,BOSM,,BOSM,BOSM,BOSM,1,1,1,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html
234,CLINE_0234,HT 114,FIC,,FIC,FIC,FIC,1,1,1,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html
235,CLINE_0235,HT 114,GRA,,GRA,GRA,GRA,1,1,1,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html
236,CLINE_0236,HT 114,KI RI TA2,,KI RI TA2,KI RI TA2,KI RI TA2,3,3,1,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html
237,CLINE_0237,HT 114,OLE,,OLE,OLE,OLE,1,1,1,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html
238,CLINE_0238,HT 114,SA RA2,,SA RA2,SA RA2,SA RA2,2,2,1,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html
239,CLINE_0239,HT 114,SA VINA,,SA VINA,SA VINA,SA VINA,2,2,1,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html
240,CLINE_0240,HT 114,VINA,,VINA,VINA,VINA,1,1,1,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html
241,CLINE_0241,HT 114A,AB31 AB76,,AB31 AB76,AB31 AB76,AB31 AB76,2,2,1,http://sigla.phis.me/document/HT%20114a/index-word.html
242,CLINE_0242,HT 114A,AB67 AB53 AB66,,AB67 AB53 AB66,AB67 AB53 AB66,AB67 AB53 AB66,3,3,1,http://sigla.phis.me/document/HT%20114a/index-word.html
243,CLINE_0243,HT 115,A SE JA,,A SE JA,A SE JA,A SE JA,3,3,1,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html
244,CLINE_0244,HT 115,DU PA3 NA,,DU PA3 NA,DU PA3 NA,DU PA3 NA,3,3,1,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html
245,CLINE_0245,HT 115,GRA,,GRA,GRA,GRA,1,1,1,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html
246,CLINE_0246,HT 115,I GRA *22M,,I GRA *22M,I GRA *22M,I GRA *22M,3,3,1,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html
247,CLINE_0247,HT 115,KA PO RU,,KA PO RU,KA PO RU,KA PO RU,3,3,1,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html
248,CLINE_0248,HT 115,KU RU MA,,KU RU MA,KU RU MA,KU RU MA,3,3,1,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html
249,CLINE_0249,HT 115,KU TA[,,KU TA[,KU TA[,KU TA[,2,2,1,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html
250,CLINE_0250,HT 115,NA QIF NE MI NA,,NA QIF NE MI NA,NA QIF NE MI NA,NA QIF NE MI NA,5,5,1,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html
251,CLINE_0251,HT 115,NU RA JA,,NU RA JA,NU RA JA,NU RA JA,3,3,1,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html
252,CLINE_0252,HT 115,PA RA NE,,PA RA NE,PA RA NE,PA RA NE,3,3,1,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html
253,CLINE_0253,HT 115,RI TA MA NU WI,,RI TA MA NU WI,RI TA MA NU WI,RI TA MA NU WI,5,5,1,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html
254,CLINE_0254,HT 115,SE KU TU,,SE KU TU,SE KU TU,SE KU TU,3,3,1,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html
255,CLINE_0255,HT 115,TI NU JA NU WI,,TI NU JA NU WI,TI NU JA NU WI,TI NU JA NU WI,5,5,1,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html
256,CLINE_0256,HT 115,TU JA,,TU JA,TU JA,TU JA,2,2,1,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html
257,CLINE_0257,HT 115,]RU PA RA NE,,]RU PA RA NE,]RU PA RA NE,]RU PA RA NE,4,4,1,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html
258,CLINE_0258,HT 115A,AB03 AB60 AB24,,AB03 AB60 AB24,AB03 AB60 AB24,AB03 AB60 AB24,3,3,1,http://sigla.phis.me/document/HT%20115a/index-word.html
259,CLINE_0259,HT 115A,AB06 AB21F AB24 AB73 AB06,,AB06 AB21F AB24 AB73 AB06,AB06 AB21F AB24 AB73 AB06,AB06 AB21F AB24 AB73 AB06,5,5,1,http://sigla.phis.me/document/HT%20115a/index-word.html
260,CLINE_0260,HT 115A,AB08 AB09 AB57 A718,,AB08 AB09 AB57 A718,AB08 AB09 AB57 A718,AB08 AB09 AB57 A718,4,4,1,http://sigla.phis.me/document/HT%20115a/index-word.html
261,CLINE_0261,HT 115A,AB09 AB81 AB69,,AB09 AB81 AB69,AB09 AB81 AB69,AB09 AB81 AB69,3,3,1,http://sigla.phis.me/document/HT%20115a/index-word.html
262,CLINE_0262,HT 115A,AB47 AB55 AB60 AB56,,AB47 AB55 AB60 AB56,AB47 AB55 AB60 AB56,AB47 AB55 AB60 AB56,4,4,1,http://sigla.phis.me/document/HT%20115a/index-word.html
263,CLINE_0263,HT 115A,AB53 AB59 AB80 AB55 AB40,,AB53 AB59 AB80 AB55 AB40,AB53 AB59 AB80 AB55 AB40,AB53 AB59 AB80 AB55 AB40,5,5,1,http://sigla.phis.me/document/HT%20115a/index-word.html
264,CLINE_0264,HT 115A,AB77 AB11 AB26,,AB77 AB11 AB26,AB77 AB11 AB26,AB77 AB11 AB26,3,3,1,http://sigla.phis.me/document/HT%20115a/index-word.html
265,CLINE_0265,HT 115B,A306 AB69 AB57,,A306 AB69 AB57,A306 AB69 AB57,A306 AB69 AB57,3,3,1,http://sigla.phis.me/document/HT%20115b/index-word.html
266,CLINE_0266,HT 115B,AB03 AB60 AB24,,AB03 AB60 AB24,AB03 AB60 AB24,AB03 AB60 AB24,3,3,1,http://sigla.phis.me/document/HT%20115b/index-word.html
267,CLINE_0267,HT 115B,AB08 AB28 [?] [?],,AB08 AB28 [?] [?],AB08 AB28 [?] [?],AB08 AB28 [?] [?],4,4,1,http://sigla.phis.me/document/HT%20115b/index-word.html
268,CLINE_0268,HT 115B,AB26,,AB26,AB26,AB26,1,1,1,http://sigla.phis.me/document/HT%20115b/index-word.html
269,CLINE_0269,HT 115B,AB37 AB55 AB57,,AB37 AB55 AB57,AB37 AB55 AB57,AB37 AB55 AB57,3,3,1,http://sigla.phis.me/document/HT%20115b/index-word.html
270,CLINE_0270,HT 115B,AB51 AB56 AB06,,AB51 AB56 AB06,AB51 AB56 AB06,AB51 AB56 AB06,3,3,1,http://sigla.phis.me/document/HT%20115b/index-word.html
271,CLINE_0271,HT 115B,AB55 AB40,,AB55 AB40,AB55 AB40,AB55 AB40,2,2,1,http://sigla.phis.me/document/HT%20115b/index-word.html
272,CLINE_0272,HT 115B,AB81 AB26 AB80,,AB81 AB26 AB80,AB81 AB26 AB80,AB81 AB26 AB80,3,3,1,http://sigla.phis.me/document/HT%20115b/index-word.html
273,CLINE_0273,HT 115B,AB81 AB59,,AB81 AB59,AB81 AB59,AB81 AB59,2,2,1,http://sigla.phis.me/document/HT%20115b/index-word.html
274,CLINE_0274,HT 116,KU PA JA,,KU PA JA,KU PA JA,KU PA JA,3,3,1,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html
275,CLINE_0275,HT 116,KU RO,,KU RO,KU RO,KU RO,2,2,1,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html
276,CLINE_0276,HT 116,PI TE,,PI TE,PI TE,PI TE,2,2,1,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html
277,CLINE_0277,HT 116,PU RA2,,PU RA2,PU RA2,PU RA2,2,2,1,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html
278,CLINE_0278,HT 116,QA NU MA,,QA NU MA,QA NU MA,QA NU MA,3,3,1,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html
279,CLINE_0279,HT 116,SI KI NE,,SI KI NE,SI KI NE,SI KI NE,3,3,1,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html
280,CLINE_0280,HT 116,SI SE,,SI SE,SI SE,SI SE,2,2,1,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html
281,CLINE_0281,HT 116,U TA RO,,U TA RO,U TA RO,U TA RO,3,3,1,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html
282,CLINE_0282,HT 116A,AB10 AB59 AB02,,AB10 AB59 AB02,AB10 AB59 AB02,AB10 AB59 AB02,3,3,1,http://sigla.phis.me/document/HT%20116a/index-word.html
283,CLINE_0283,HT 116A,AB16 AB55 AB80,,AB16 AB55 AB80,AB16 AB55 AB80,AB16 AB55 AB80,3,3,1,http://sigla.phis.me/document/HT%20116a/index-word.html
284,CLINE_0284,HT 116A,AB39 AB34 AB04,,AB39 AB34 AB04,AB39 AB34 AB04,AB39 AB34 AB04,3,3,1,http://sigla.phis.me/document/HT%20116a/index-word.html
285,CLINE_0285,HT 116A,AB41 AB67 AB24,,AB41 AB67 AB24,AB41 AB67 AB24,AB41 AB67 AB24,3,3,1,http://sigla.phis.me/document/HT%20116a/index-word.html
286,CLINE_0286,HT 116A,AB50 AB76,,AB50 AB76,AB50 AB76,AB50 AB76,2,2,1,http://sigla.phis.me/document/HT%20116a/index-word.html
287,CLINE_0287,HT 116A,AB81 AB03 AB57,,AB81 AB03 AB57,AB81 AB03 AB57,AB81 AB03 AB57,3,3,1,http://sigla.phis.me/document/HT%20116a/index-word.html
288,CLINE_0288,HT 116B,AB81 AB02,,AB81 AB02,AB81 AB02,AB81 AB02,2,2,1,http://sigla.phis.me/document/HT%20116b/index-word.html
289,CLINE_0289,HT 117,DA MI NU,,DA MI NU,DA MI NU,DA MI NU,3,3,1,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html
290,CLINE_0290,HT 117,DA NE KU TI,,DA NE KU TI,DA NE KU TI,DA NE KU TI,4,4,1,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html
291,CLINE_0291,HT 117,DI KI SE,,DI KI SE,DI KI SE,DI KI SE,3,3,1,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html
292,CLINE_0292,HT 117,KI DA RO,,KI DA RO,KI DA RO,KI DA RO,3,3,1,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html
293,CLINE_0293,HT 117,KO SA I TI,,KO SA I TI,KO SA I TI,KO SA I TI,4,4,1,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html
294,CLINE_0294,HT 117,KU KU DA RA,,KU KU DA RA,KU KU DA RA,KU KU DA RA,4,4,1,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html
295,CLINE_0295,HT 117,KU PA3 NU,,KU PA3 NU,KU PA3 NU,KU PA3 NU,3,3,1,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html
296,CLINE_0296,HT 117,KU RA MU,,KU RA MU,KU RA MU,KU RA MU,3,3,1,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html
