canonical_line_id,artifact_id,quantity,sequence_surface,canonical_sequence,sign_count,group_count,origin_count,source_kinds,provenance_tags,notes
CLINE_0118,HT 101,,KU PA3,KU PA3,2,2,1,external_csv,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html,younger_table_statement | source=YoungerArchive | ingested=2026-02-24T02:56:37Z
CLINE_0119,HT 101,,OLE,OLE,1,1,1,external_csv,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html,younger_table_logogram | source=YoungerArchive | ingested=2026-02-24T02:56:37Z
CLINE_0120,HT 101,,OLE KI,OLE KI,2,2,2,external_csv,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html,younger_table_logogram | source=YoungerArchive | ingested=2026-02-24T02:56:37Z
CLINE_0121,HT 101,,OLE MI,OLE MI,2,2,1,external_csv,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html,younger_table_logogram | source=YoungerArchive | ingested=2026-02-24T02:56:37Z
CLINE_0122,HT 101,,OLE U,OLE U,2,2,2,external_csv,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html,younger_table_logogram | source=YoungerArchive | ingested=2026-02-24T02:56:37Z
CLINE_0123,HT 101,,OLIV,OLIV,1,1,1,external_csv,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html,younger_table_logogram | source=YoungerArchive | ingested=2026-02-24T02:56:37Z
CLINE_0124,HT 101,,OLIV TU,OLIV TU,2,2,1,external_csv,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html,younger_table_logogram | source=YoungerArchive | ingested=2026-02-24T02:56:37Z
CLINE_0125,HT 101,,SA RA2,SA RA2,2,2,1,external_csv,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html,younger_table_statement | source=YoungerArchive | ingested=2026-02-24T02:56:37Z
CLINE_0126,HT 101,,ZU 22F DI,ZU 22F DI,3,3,1,external_csv,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html,younger_table_statement | source=YoungerArchive | ingested=2026-02-24T02:56:37Z
CLINE_0127,HT 102,,AB07 AB53 AB06,AB07 AB53 AB06,3,3,1,external_csv,http://sigla.phis.me/document/HT%20102/index-word.html,sigla_word_seq_pattern | source=SigLA | ingested=2026-02-24T02:56:37Z
CLINE_0128,HT 102,,AB28 AB77,AB28 AB77,2,2,1,external_csv,http://sigla.phis.me/document/HT%20102/index-word.html,sigla_word_seq_pattern | source=SigLA | ingested=2026-02-24T02:56:37Z
CLINE_0129,HT 102,,AB31 AB76,AB31 AB76,2,2,1,external_csv,http://sigla.phis.me/document/HT%20102/index-word.html,sigla_word_seq_pattern | source=SigLA | ingested=2026-02-24T02:56:37Z
CLINE_0130,HT 102,,AB56 AB30,AB56 AB30,2,2,1,external_csv,http://sigla.phis.me/document/HT%20102/index-word.html,sigla_word_seq_pattern | source=SigLA | ingested=2026-02-24T02:56:37Z
CLINE_0131,HT 102,,AB77 AB03,AB77 AB03,2,2,1,external_csv,http://sigla.phis.me/document/HT%20102/index-word.html,sigla_word_seq_pattern | source=SigLA | ingested=2026-02-24T02:56:37Z
CLINE_0132,HT 102,,AB80 AB79,AB80 AB79,2,2,1,external_csv,http://sigla.phis.me/document/HT%20102/index-word.html,sigla_word_seq_pattern | source=SigLA | ingested=2026-02-24T02:56:37Z
CLINE_0133,HT 102,,AB81 AB02,AB81 AB02,2,2,1,external_csv,http://sigla.phis.me/document/HT%20102/index-word.html,sigla_word_seq_pattern | source=SigLA | ingested=2026-02-24T02:56:37Z
CLINE_0134,HT 102,,DI RI NA,DI RI NA,3,3,1,external_csv,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html,younger_table_statement | source=YoungerArchive | ingested=2026-02-24T02:56:37Z
CLINE_0135,HT 102,,GRA,GRA,1,1,1,external_csv,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html,younger_table_logogram | source=YoungerArchive | ingested=2026-02-24T02:56:37Z
CLINE_0136,HT 102,,GRA PA,GRA PA,2,2,1,external_csv,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html,younger_table_logogram | source=YoungerArchive | ingested=2026-02-24T02:56:37Z
CLINE_0137,HT 102,,I KA,I KA,2,2,1,external_csv,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html,younger_table_statement | source=YoungerArchive | ingested=2026-02-24T02:56:37Z
CLINE_0138,HT 102,,KA PA,KA PA,2,2,1,external_csv,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html,younger_table_statement | source=YoungerArchive | ingested=2026-02-24T02:56:37Z
CLINE_0139,HT 102,,KU RO,KU RO,2,2,1,external_csv,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html,younger_table_statement | source=YoungerArchive | ingested=2026-02-24T02:56:37Z
CLINE_0140,HT 102,,MA ZU,MA ZU,2,2,1,external_csv,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html,younger_table_statement | source=YoungerArchive | ingested=2026-02-24T02:56:37Z
CLINE_0141,HT 102,,PA3 NI,PA3 NI,2,2,1,external_csv,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html,younger_table_statement | source=YoungerArchive | ingested=2026-02-24T02:56:37Z
CLINE_0142,HT 102,,SA RA2,SA RA2,2,2,1,external_csv,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html,younger_table_statement | source=YoungerArchive | ingested=2026-02-24T02:56:37Z
CLINE_0143,HT 102,,]VIR GRA PA,]VIR GRA PA,3,3,1,external_csv,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html,younger_table_logogram | source=YoungerArchive | ingested=2026-02-24T02:56:37Z
CLINE_0144,HT 103,,AB01 AB81 AB06,AB01 AB81 AB06,3,3,1,external_csv,http://sigla.phis.me/document/HT%20103/index-word.html,sigla_word_seq_pattern | source=SigLA | ingested=2026-02-24T02:56:37Z
CLINE_0145,HT 103,,AB01 AB81 AB09 AB24,AB01 AB81 AB09 AB24,4,4,1,external_csv,http://sigla.phis.me/document/HT%20103/index-word.html,sigla_word_seq_pattern | source=SigLA | ingested=2026-02-24T02:56:37Z
CLINE_0146,HT 103,,AB10 AB66,AB10 AB66,2,2,1,external_csv,http://sigla.phis.me/document/HT%20103/index-word.html,sigla_word_seq_pattern | source=SigLA | ingested=2026-02-24T02:56:37Z
CLINE_0147,HT 103,,AB56 AB01 AB81 AB09 AB24,AB56 AB01 AB81 AB09 AB24,5,5,1,external_csv,http://sigla.phis.me/document/HT%20103/index-word.html,sigla_word_seq_pattern | source=SigLA | ingested=2026-02-24T02:56:37Z
CLINE_0148,HT 103,,AB67 AB60,AB67 AB60,2,2,1,external_csv,http://sigla.phis.me/document/HT%20103/index-word.html,sigla_word_seq_pattern | source=SigLA | ingested=2026-02-24T02:56:37Z
CLINE_0149,HT 103,,DA KU NA,DA KU NA,3,3,1,external_csv,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html,younger_table_statement | source=YoungerArchive | ingested=2026-02-24T02:56:37Z
CLINE_0150,HT 103,,DA KU SE NE,DA KU SE NE,4,4,1,external_csv,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html,younger_table_statement | source=YoungerArchive | ingested=2026-02-24T02:56:37Z
CLINE_0151,HT 103,,DA KU SE NE[,DA KU SE NE[,4,4,1,external_csv,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html,younger_table_statement | source=YoungerArchive | ingested=2026-02-24T02:56:37Z
CLINE_0152,HT 103,,FIC,FIC,1,1,1,external_csv,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html,younger_table_logogram | source=YoungerArchive | ingested=2026-02-24T02:56:37Z
CLINE_0153,HT 103,,KI RA,KI RA,2,2,1,external_csv,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html,younger_table_statement | source=YoungerArchive | ingested=2026-02-24T02:56:37Z
CLINE_0154,HT 103,,PA3,PA3,1,1,1,external_csv,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html,younger_table_logogram | source=YoungerArchive | ingested=2026-02-24T02:56:37Z
CLINE_0155,HT 103,,U TA2,U TA2,2,2,1,external_csv,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html,younger_table_statement | source=YoungerArchive | ingested=2026-02-24T02:56:37Z
CLINE_0156,HT 104,,AB01 AB81 AB09 AB24 AB37,AB01 AB81 AB09 AB24 AB37,5,5,1,external_csv,http://sigla.phis.me/document/HT%20104/index-word.html,sigla_word_seq_pattern | source=SigLA | ingested=2026-02-24T02:56:37Z
CLINE_0157,HT 104,,AB03 AB01 AB58 AB37,AB03 AB01 AB58 AB37,4,4,1,external_csv,http://sigla.phis.me/document/HT%20104/index-word.html,sigla_word_seq_pattern | source=SigLA | ingested=2026-02-24T02:56:37Z
CLINE_0158,HT 104,,AB28 AB51 AB37,AB28 AB51 AB37,3,3,1,external_csv,http://sigla.phis.me/document/HT%20104/index-word.html,sigla_word_seq_pattern | source=SigLA | ingested=2026-02-24T02:56:37Z
CLINE_0159,HT 104,,AB59 AB03,AB59 AB03,2,2,1,external_csv,http://sigla.phis.me/document/HT%20104/index-word.html,sigla_word_seq_pattern | source=SigLA | ingested=2026-02-24T02:56:37Z
CLINE_0160,HT 104,,AB81 AB02,AB81 AB02,2,2,1,external_csv,http://sigla.phis.me/document/HT%20104/index-word.html,sigla_word_seq_pattern | source=SigLA | ingested=2026-02-24T02:56:37Z
CLINE_0161,HT 104,,DA KU SE NE TI,DA KU SE NE TI,5,5,1,external_csv,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html,younger_table_statement | source=YoungerArchive | ingested=2026-02-24T02:56:37Z
CLINE_0162,HT 104,,I DU TI,I DU TI,3,3,1,external_csv,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html,younger_table_statement | source=YoungerArchive | ingested=2026-02-24T02:56:37Z
CLINE_0163,HT 104,,KU RO,KU RO,2,2,1,external_csv,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html,younger_table_statement | source=YoungerArchive | ingested=2026-02-24T02:56:37Z
CLINE_0164,HT 104,,PA DA SU TI,PA DA SU TI,4,4,1,external_csv,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html,younger_table_statement | source=YoungerArchive | ingested=2026-02-24T02:56:37Z
CLINE_0165,HT 104,,TA PA,TA PA,2,2,1,external_csv,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html,younger_table_statement | source=YoungerArchive | ingested=2026-02-24T02:56:37Z
CLINE_0166,HT 104,,TE RO,TE RO,2,2,1,external_csv,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html,younger_table_logogram | source=YoungerArchive | ingested=2026-02-24T02:56:37Z
CLINE_0167,HT 105,,KA PA[,KA PA[,2,2,1,external_csv,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html,younger_table_statement | source=YoungerArchive | ingested=2026-02-24T02:56:37Z
CLINE_0168,HT 105,,SA RA2,SA RA2,2,2,1,external_csv,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html,younger_table_statement | source=YoungerArchive | ingested=2026-02-24T02:56:37Z
CLINE_0169,HT 105,,VIR,VIR,1,1,1,external_csv,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html,younger_table_logogram | source=YoungerArchive | ingested=2026-02-24T02:56:37Z
CLINE_0170,HT 105,,]VIR,]VIR,1,1,1,external_csv,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html,younger_table_logogram | source=YoungerArchive | ingested=2026-02-24T02:56:37Z
CLINE_0171,HT 106,,MI NU TE,MI NU TE,3,3,1,external_csv,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html,younger_table_statement | source=YoungerArchive | ingested=2026-02-24T02:56:37Z
CLINE_0172,HT 108,,AB07 AB06 AB02,AB07 AB06 AB02,3,3,1,external_csv,http://sigla.phis.me/document/HT%20108/index-word.html,sigla_word_seq_pattern | source=SigLA | ingested=2026-02-24T02:56:37Z
CLINE_0173,HT 108,,AB51 AB58 AB30,AB51 AB58 AB30,3,3,1,external_csv,http://sigla.phis.me/document/HT%20108/index-word.html,sigla_word_seq_pattern | source=SigLA | ingested=2026-02-24T02:56:37Z
CLINE_0174,HT 108,,AB67 AB27 AB59 AB06,AB67 AB27 AB59 AB06,4,4,1,external_csv,http://sigla.phis.me/document/HT%20108/index-word.html,sigla_word_seq_pattern | source=SigLA | ingested=2026-02-24T02:56:37Z
CLINE_0175,HT 108,,DI NA RO,DI NA RO,3,3,1,external_csv,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html,younger_table_statement | source=YoungerArchive | ingested=2026-02-24T02:56:37Z
CLINE_0176,HT 108,,DU SU NI,DU SU NI,3,3,1,external_csv,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html,younger_table_statement | source=YoungerArchive | ingested=2026-02-24T02:56:37Z
CLINE_0177,HT 108,,GRA H,GRA H,2,2,1,external_csv,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html,younger_table_logogram | source=YoungerArchive | ingested=2026-02-24T02:56:37Z
CLINE_0178,HT 108,,KI RE TA NA,KI RE TA NA,4,4,1,external_csv,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html,younger_table_statement | source=YoungerArchive | ingested=2026-02-24T02:56:37Z
CLINE_0179,HT 108,,VIR,VIR,1,1,1,external_csv,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html,younger_table_logogram | source=YoungerArchive | ingested=2026-02-24T02:56:37Z
CLINE_0180,HT 108,,[?] AB76 AB37 AB65,[?] AB76 AB37 AB65,4,4,1,external_csv,http://sigla.phis.me/document/HT%20108/index-word.html,sigla_word_seq_pattern | source=SigLA | ingested=2026-02-24T02:56:37Z
CLINE_0181,HT 109,,A RA JU,A RA JU,3,3,1,external_csv,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html,younger_table_statement | source=YoungerArchive | ingested=2026-02-24T02:56:37Z
CLINE_0182,HT 109,,AB08 AB60 AB65,AB08 AB60 AB65,3,3,1,external_csv,http://sigla.phis.me/document/HT%20109/index-word.html,sigla_word_seq_pattern | source=SigLA | ingested=2026-02-24T02:56:37Z
CLINE_0183,HT 109,,AB27,AB27,1,1,1,external_csv,http://sigla.phis.me/document/HT%20109/index-word.html,sigla_word_seq_pattern | source=SigLA | ingested=2026-02-24T02:56:37Z
CLINE_0184,HT 109,,AB59,AB59,1,1,1,external_csv,http://sigla.phis.me/document/HT%20109/index-word.html,sigla_word_seq_pattern | source=SigLA | ingested=2026-02-24T02:56:37Z
CLINE_0185,HT 109,,AB81 AB02,AB81 AB02,2,2,1,external_csv,http://sigla.phis.me/document/HT%20109/index-word.html,sigla_word_seq_pattern | source=SigLA | ingested=2026-02-24T02:56:37Z
CLINE_0186,HT 109,,KU RO,KU RO,2,2,1,external_csv,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html,younger_table_statement | source=YoungerArchive | ingested=2026-02-24T02:56:37Z
CLINE_0187,HT 10A,,A305 AB26,A305 AB26,2,2,1,external_csv,http://sigla.phis.me/document/HT%2010a/index-word.html,sigla_word_seq_pattern | source=SigLA | ingested=2026-02-24T02:56:37Z
CLINE_0188,HT 10A,,AB01 AB27,AB01 AB27,2,2,1,external_csv,http://sigla.phis.me/document/HT%2010a/index-word.html,sigla_word_seq_pattern | source=SigLA | ingested=2026-02-24T02:56:37Z
CLINE_0189,HT 10A,,AB01 AB53 AB01,AB01 AB53 AB01,3,3,1,external_csv,http://sigla.phis.me/document/HT%2010a/index-word.html,sigla_word_seq_pattern | source=SigLA | ingested=2026-02-24T02:56:37Z
CLINE_0190,HT 10A,,AB10 A325 AB17,AB10 A325 AB17,3,3,2,external_csv,http://sigla.phis.me/document/HT%2010a/index-word.html,sigla_word_seq_pattern | source=SigLA | ingested=2026-02-24T02:56:37Z
CLINE_0191,HT 10A,,AB13 AB17,AB13 AB17,2,2,1,external_csv,http://sigla.phis.me/document/HT%2010a/index-word.html,sigla_word_seq_pattern | source=SigLA | ingested=2026-02-24T02:56:37Z
CLINE_0192,HT 10A,,AB31 AB80,AB31 AB80,2,2,1,external_csv,http://sigla.phis.me/document/HT%2010a/index-word.html,sigla_word_seq_pattern | source=SigLA | ingested=2026-02-24T02:56:37Z
CLINE_0193,HT 10A,,AB81 AB30 AB58,AB81 AB30 AB58,3,3,1,external_csv,http://sigla.phis.me/document/HT%2010a/index-word.html,sigla_word_seq_pattern | source=SigLA | ingested=2026-02-24T02:56:37Z
CLINE_0194,HT 10B,,A312 AB59,A312 AB59,2,2,1,external_csv,http://sigla.phis.me/document/HT%2010b/index-word.html,sigla_word_seq_pattern | source=SigLA | ingested=2026-02-24T02:56:37Z
CLINE_0195,HT 10B,,AB01 AB27,AB01 AB27,2,2,1,external_csv,http://sigla.phis.me/document/HT%2010b/index-word.html,sigla_word_seq_pattern | source=SigLA | ingested=2026-02-24T02:56:37Z
CLINE_0196,HT 10B,,AB10 AB37,AB10 AB37,2,2,1,external_csv,http://sigla.phis.me/document/HT%2010b/index-word.html,sigla_word_seq_pattern | source=SigLA | ingested=2026-02-24T02:56:37Z
CLINE_0197,HT 10B,,AB59 AB06 AB37,AB59 AB06 AB37,3,3,1,external_csv,http://sigla.phis.me/document/HT%2010b/index-word.html,sigla_word_seq_pattern | source=SigLA | ingested=2026-02-24T02:56:37Z
CLINE_0198,HT 10B,,AB59 AB53 AB06,AB59 AB53 AB06,3,3,1,external_csv,http://sigla.phis.me/document/HT%2010b/index-word.html,sigla_word_seq_pattern | source=SigLA | ingested=2026-02-24T02:56:37Z
CLINE_0199,HT 10B,,AB77 AB31 AB26,AB77 AB31 AB26,3,3,1,external_csv,http://sigla.phis.me/document/HT%2010b/index-word.html,sigla_word_seq_pattern | source=SigLA | ingested=2026-02-24T02:56:37Z
CLINE_0200,HT 11,,A RU RA,A RU RA,3,3,1,external_csv,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html,younger_table_statement | source=YoungerArchive | ingested=2026-02-24T02:56:37Z
CLINE_0201,HT 11,,A SU JA,A SU JA,3,3,1,external_csv,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html,younger_table_statement | source=YoungerArchive | ingested=2026-02-24T02:56:37Z
CLINE_0202,HT 11,,DE NU,DE NU,2,2,1,external_csv,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html,younger_table_statement | source=YoungerArchive | ingested=2026-02-24T02:56:37Z
CLINE_0203,HT 11,,KA RO NA,KA RO NA,3,3,1,external_csv,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html,younger_table_statement | source=YoungerArchive | ingested=2026-02-24T02:56:37Z
CLINE_0204,HT 11,,KU RO,KU RO,2,2,2,external_csv,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html,younger_table_statement | source=YoungerArchive | ingested=2026-02-24T02:56:37Z
CLINE_0205,HT 11,,RU RA2,RU RA2,2,2,1,external_csv,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html,younger_table_statement | source=YoungerArchive | ingested=2026-02-24T02:56:37Z
CLINE_0206,HT 11,,RU ZU NA,RU ZU NA,3,3,1,external_csv,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html,younger_table_statement | source=YoungerArchive | ingested=2026-02-24T02:56:37Z
CLINE_0207,HT 11,,SA QE RI,SA QE RI,3,3,1,external_csv,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html,younger_table_statement | source=YoungerArchive | ingested=2026-02-24T02:56:37Z
CLINE_0208,HT 11,,TA2,TA2,1,1,1,external_csv,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html,younger_table_statement | source=YoungerArchive | ingested=2026-02-24T02:56:37Z
CLINE_0209,HT 11,,VIR I,VIR I,2,2,1,external_csv,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html,younger_table_statement | source=YoungerArchive | ingested=2026-02-24T02:56:37Z
CLINE_0210,HT 110,,*400VAS RI,*400VAS RI,2,2,1,external_csv,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html,younger_table_logogram | source=YoungerArchive | ingested=2026-02-24T02:56:37Z
CLINE_0211,HT 110,,FIC,FIC,1,1,1,external_csv,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html,younger_table_logogram | source=YoungerArchive | ingested=2026-02-24T02:56:37Z
